page	x	y	w	h	conf	text
1	0.26599	0.54135	0.01599	0.01880	1.000	S
1	0.15843	0.51692	0.04215	0.01692	1.000	1728
1	0.22529	0.52256	0.01453	0.01504	1.000	S
1	0.17083	0.10205	0.65833	0.05392	1.000	LUNENBURG FYIS
1	0.55065	0.05846	0.36676	0.03725	1.000	Annual Town Report
2	0.29887	0.17151	0.46617	0.01453	1.000	COVER DESIGN BY JOANN MCLAUGHLIN
2	0.23308	0.13663	0.59774	0.01744	1.000	TOWN REPORT COMPILED BY ELAINE M. PETERSON
2	0.52444	0.07267	0.01128	0.01308	1.000	2
3	0.40226	0.92733	0.19925	0.02183	1.000	In Memoriam
3	0.11842	0.84301	0.21241	0.01612	1.000	Marion M. Benson, 83
3	0.11842	0.82558	0.68797	0.01599	1.000	Marion passed away on December 27, 2015 in Leominster. She was very active in the Town of
3	0.11842	0.81101	0.69737	0.01314	1.000	Lunenburg where she lived for 40 plus years. She was an active volunteer in both church & civic
3	0.11654	0.79067	0.65789	0.01746	1.000	groups, including the School Committee. After her return to Lunenburg in 1981, she began
3	0.11654	0.77604	0.70301	0.01612	1.000	volunteering on the Planning Board, where she quickly became Chairperson. She volunteered for
3	0.11654	0.75868	0.69173	0.01612	1.000	two decades on the Board at which time the position evolved into full-time Planning Director; a
3	0.11654	0.74128	0.69737	0.01744	1.000	position she held until 2014. In May 2015, her many years of service were recognized at Annual
3	0.11654	0.72520	0.57895	0.01612	1.000	Town Meeting by a Ritter Building conference room being named in her honor.
3	0.22744	0.67287	0.25752	0.02045	1.000	August "Gus" S. Misner, 78
3	0.22744	0.65551	0.63346	0.01612	1.000	Gus passed away on July 15, 2015 in Togus, Maine following a long battle with cancer.
3	0.22556	0.63808	0.62406	0.01744	1.000	He was born in Fitchburg on December 17, 1936 where he attended school and played
3	0.22556	0.62202	0.65414	0.01761	1.000	football. He served in the U.S. Army from 1955-1964, was stationed in the Arctic and was
3	0.22556	0.60610	0.65602	0.01599	1.000	an aide to President Eisenhower. He later became a police officer in Lunenburg for several
3	0.22744	0.59152	0.30263	0.01314	1.000	years until ill health forced his retirement.
3	0.20865	0.53488	0.24436	0.01894	1.000	Senator Mary Padula, 89
3	0.14850	0.51736	0.65602	0.01612	1.000	Mary Louise Padula, nee Harley, passed away on October 29, 2015. Born in Fitchburg and
3	0.14850	0.50145	0.63346	0.01599	1.000	nearly a lifetime resident of Lunenburg, Mary served as Town Clerk, Tax Collector and
3	0.14850	0.48401	0.65977	0.01599	1.000	Treasurer for 30 years. Upon leaving the Town Hall, she represented the Second Worcester
3	0.14850	0.46801	0.63534	0.01612	1.000	and Middlesex District in the Massachusetts Senate for 8 years, and as part of Governor
3	0.14850	0.45058	0.64098	0.01599	1.000	Weld's cabinet, served as Secretary of Housing & Community Development for 5 years.
3	0.14850	0.43750	0.65414	0.01314	1.000	She served as President of the Massachusetts Treasurer and Tax Collector Association and
3	0.15038	0.42006	0.64286	0.01453	1.000	as Assistant Minority Leader in the Senate and on many boards and committees. She was
3	0.14662	0.40104	0.63534	0.01761	1.000	recognized by Fitchburg State College as one of the 100 citizens who made the greatest
3	0.14835	0.38482	0.46086	0.02016	1.000	difference in North Central Massachusetts in the last 100 years.
3	0.24248	0.31820	0.18045	0.01761	1.000	David M. Shea, 67
3	0.24248	0.29936	0.63910	0.01612	1.000	David Shea passed away on August 8, 2015 after a courageous battle with cancer. David
3	0.24248	0.28343	0.62030	0.01599	1.000	was an atmospheric scientist with an environmental consulting company for 37 years.
