page	x	y	w	h	conf	text
1	0.29135	0.27471	0.41353	0.02326	1.000	TOWN OF LUNENBURG
1	0.13534	0.31541	0.72744	0.02616	1.000	ANNUAL REPORT FOR FISCAL YEAR 2024
1	0.48308	0.56105	0.04511	0.01017	0.500	IEL EL 1EI
1	0.33835	0.56686	0.03759	0.01163	0.500	SOU
2	0.06203	0.93304	0.40414	0.01761	1.000	Cover photo by Eric Vickory, Citizen of Lunenburg
2	0.39286	0.88219	0.21429	0.01761	1.000	TABLE OF CONTENTS
2	0.09211	0.84152	0.10338	0.01314	1.000	In Memoriam
2	0.09387	0.81485	0.13557	0.01855	1.000	Lunenburg Profile
2	0.09398	0.79506	0.24060	0.01453	1.000	Elected Officials: Sate and Local
2	0.09398	0.77034	0.14662	0.01612	1.000	Appointed Officials
2	0.09398	0.74128	0.16729	0.01599	1.000	ADMINISTRATION
2	0.09211	0.71354	0.21617	0.01761	1.000	Report of the Town Manager
2	0.09396	0.69320	0.09028	0.01476	1.000	Accountant
2	0.21053	0.66567	0.32143	0.02037	1.000	Balance Sheet for FY Ending June 30, 2024
2	0.21053	0.64534	0.30827	0.01745	1.000	General Fund Accounts Receivable Detail
2	0.21053	0.62202	0.27820	0.01612	1.000	Special Revenue Fund Balance Detail
2	0.21241	0.59884	0.15038	0.01453	1.000	Capital Project Fund
2	0.21241	0.57558	0.32519	0.01453	1.000	Combining Balance Sheet- Enterprise Funds
2	0.21429	0.55669	0.19173	0.01163	1.000	Trust Fund Balance Detail
2	0.21241	0.52902	0.30263	0.01761	1.000	Undesignated Fund Balance Roll-forward
2	0.09586	0.50719	0.13910	0.01170	1.000	Board of Assessors
2	0.09586	0.48110	0.14286	0.01163	1.000	Treasurer/Collector
2	0.21241	0.45337	0.26880	0.01761	1.000	Treasurer's Cash as of June 30, 2024
2	0.21429	0.43601	0.08835	0.01021	1.000	Trust Funds
2	0.21241	0.40843	0.37030	0.01599	1.000	Trust and Stabilization Funds Held by Other Banks
2	0.21429	0.38663	0.21241	0.01317	1.000	Five Years Outstanding Debt
2	0.21241	0.36186	0.19361	0.01463	1.000	Debt Repayment Schedule
2	0.21241	0.34003	0.30827	0.01612	1.000	Collection of Taxes Receivables Summary
2	0.09398	0.30804	0.15414	0.01319	1.000	TOWN SERVICES
2	0.09398	0.28343	0.15602	0.01453	1.000	Building Department
2	0.09398	0.26017	0.16729	0.01463	1.000	Cemetery Commission
2	0.09586	0.23983	0.19173	0.01166	1.000	Conservation Commission
2	0.09398	0.21354	0.13158	0.01466	1.000	Council on Aging
2	0.09398	0.19320	0.12406	0.01174	1.000	Cultural Council
2	0.09398	0.16715	0.21053	0.01599	1.000	Department of Public Works
2	0.09398	0.14680	0.14474	0.01317	1.000	Finance Committee
2	0.09398	0.12202	0.23308	0.01463	1.000	Green Communities Committee
2	0.09398	0.10020	0.15789	0.01317	1.000	Historical Committee
2	0.09398	0.07413	0.13722	0.01599	1.000	Housing Authority
2	0.63342	0.83856	0.07339	0.01620	1.000	Pages 4-5
2	0.63346	0.81541	0.05451	0.01744	1.000	Page 6
2	0.63341	0.79347	0.07528	0.01626	1.000	Pages 7-9
2	0.63534	0.77034	0.09023	0.01612	1.000	Pages 10-15
2	0.63532	0.71359	0.09027	0.01613	1.000	Pages 17-20
2	0.63337	0.66696	0.06409	0.01783	1.000	Page 21
2	0.63530	0.64382	0.06022	0.01758	1.000	Page 22
2	0.63518	0.62146	0.09243	0.01581	1.000	Pages 23-26
2	0.63532	0.59879	0.06019	0.01608	1.000	Page 27
2	0.63530	0.57550	0.06022	0.01614	1.000	Page 28
2	0.63339	0.55360	0.06405	0.01634	1.000	Page 29
2	0.63346	0.53051	0.06203	0.01463	1.000	Page 30
2	0.63526	0.50409	0.09226	0.01652	1.000	Pages 31-32
2	0.63155	0.45488	0.06585	0.01757	1.000	Page 33
2	0.63341	0.43013	0.06401	0.01911	1.000	Page 34
2	0.63331	0.40811	0.06420	0.01809	1.000	Page 35
2	0.63529	0.38506	0.06025	0.01622	1.000	Page 36
2	0.63530	0.36184	0.06210	0.01760	1.000	Page 37
2	0.63145	0.33963	0.09613	0.01695	1.000	Pages 38-39
2	0.63344	0.28339	0.06207	0.01608	1.000	Page 41
2	0.63338	0.25989	0.09227	0.01657	1.000	Pages 42-43
2	0.63332	0.23501	0.09239	0.01836	1.000	Pages 44-45
2	0.63326	0.21159	0.09439	0.02013	1.000	Pages 46-47
2	0.63339	0.19019	0.09600	0.01788	1.000	Pages 47-48
2	0.63525	0.16687	0.09228	0.01801	1.000	Pages 49-52
2	0.63344	0.14382	0.09403	0.01613	1.000	Pages 53-54
2	0.63534	0.12054	0.15789	0.01910	1.000	No Report Submitted
2	0.63337	0.09720	0.06409	0.01926	1.000	Page 55
2	0.63534	0.07413	0.15977	0.01890	1.000	No Report Submitted
2	0.49248	0.02471	0.01504	0.01599	0.500	2
3	0.39286	0.91860	0.21617	0.01890	1.000	TABLE OF CONTENTS
3	0.09023	0.88517	0.19361	0.01890	1.000	Lunenburg Public Library
3	0.09211	0.86334	0.18985	0.01747	1.000	Lunenburg Public Access
3	0.09023	0.84003	0.29135	0.01910	1.000	Senior Property Tax Work-Off Program
3	0.09023	0.81969	0.14662	0.01612	1.000	Sewer Commission
3	0.09211	0.79651	0.13910	0.01748	1.000	Veterans' Services
3	0.09023	0.76885	0.36654	0.01761	1.000	PROTECTION OF PERSONS & PROPERTY
3	0.09023	0.74702	0.12030	0.01463	1.000	Board of Health
3	0.09023	0.72384	0.27820	0.01453	1.000	Nashoba Associated Boards of Health
3	0.09023	0.70058	0.12594	0.01744	1.000	Fire Department
3	0.09010	0.67677	0.14122	0.02000	1.000	Police Department
3	0.09007	0.65055	0.10182	0.01722	1.000	PLANNING
3	0.09211	0.62500	0.17669	0.01599	1.000	Capital Planning Report
3	0.09389	0.60273	0.11298	0.01548	1.000	Planning Board
3	0.09211	0.57986	0.27068	0.01612	1.000	Master Planning Steering Committee
3	0.09023	0.55804	0.18797	0.01464	1.000	Zoning Board of Appeals
3	0.09211	0.53488	0.46805	0.01745	1.000	Ad Hoc Open Space Advisory Committee to the Planning Board
3	0.09023	0.50727	0.11278	0.01308	1.000	EDUCATION
3	0.09211	0.48401	0.19173	0.01453	1.000	Superintendent's Message
3	0.09211	0.46354	0.12218	0.01042	1.000	School Facilities
3	0.09398	0.43895	0.27256	0.01318	1.000	Lunenburg Public Schools IT Review
3	0.09211	0.41419	0.21053	0.01463	1.000	Special Services Department
3	0.09211	0.39087	0.33083	0.01465	1.000	Teaching & Learning Models and PD Update
3	0.09387	0.36865	0.23519	0.01524	1.000	Lunenburg School Food Service
3	0.09398	0.34738	0.19549	0.01308	1.000	Lunenburg Primary School
3	0.09211	0.32267	0.22932	0.01599	1.000	Turkey Hill Elementary School
3	0.09211	0.30084	0.19361	0.01463	1.000	Lunenburg Middle School
3	0.09211	0.27753	0.17669	0.01463	1.000	Lunenburg High School
3	0.09211	0.25436	0.44361	0.01746	1.000	Montachusett Regional Vocational Technical School District
3	0.09211	0.22817	0.12594	0.01314	1.000	TOWN CLERK
3	0.09209	0.20341	0.09966	0.01469	1.000	Vitals Report
3	0.09398	0.18169	0.17481	0.01308	1.000	Town Meeting Excerpts
3	0.09398	0.16134	0.22180	0.01163	1.000	Annual Town Election Results
3	0.09023	0.13663	0.24812	0.01317	1.000	State & National Election Results
3	0.09023	0.10901	0.30075	0.01308	1.000	MISCELLANEOUS INFORMATION
3	0.09211	0.08135	0.13910	0.01314	1.000	2024 Gross Wages
3	0.09211	0.06101	0.15038	0.01021	1.000	Town Offices Hours
3	0.62957	0.88472	0.09424	0.01690	1.000	Pages 56-59
3	0.63148	0.86303	0.09230	0.01667	1.000	Pages 60-65
3	0.62943	0.83954	0.06633	0.02005	1.000	Page 66
3	0.62953	0.81634	0.09620	0.01993	1.000	Pages 67-68
3	0.63143	0.79456	0.09241	0.01843	1.000	Pages 69-70
3	0.63151	0.74404	0.06028	0.01629	1.000	Page 72
3	0.63147	0.72200	0.09232	0.01676	1.000	Pages 72-75
3	0.63158	0.70058	0.09211	0.01599	1.000	Pages 76-78
3	0.62959	0.67697	0.09420	0.01815	1.000	Pages 79-85
3	0.63149	0.62481	0.06032	0.01637	1.000	Page 87
3	0.63158	0.60169	0.09398	0.01895	1.000	Pages 88-89
3	0.63346	0.57986	0.15789	0.01910	1.000	No Report Submitted
3	0.63158	0.55804	0.06391	0.01761	1.000	Page 90
3	0.63149	0.53467	0.06034	0.01641	1.000	Page 91
3	0.63147	0.48217	0.09233	0.01677	1.000	Pages 93-94
3	0.63153	0.45915	0.09409	0.01920	1.000	Pages 95-96
3	0.63158	0.43750	0.06203	0.01599	1.000	Page 96
3	0.63158	0.41419	0.09211	0.01612	1.000	Pages 97-98
3	0.63158	0.39087	0.10150	0.01612	1.000	Pages 99-100
3	0.63152	0.36902	0.06966	0.01486	1.000	Page 101
3	0.63152	0.34569	0.11102	0.01646	1.000	Pages 102-105
3	0.63150	0.32378	0.11107	0.01669	1.000	Pages 106-108
3	0.63152	0.30061	0.10915	0.01651	1.000	Pages 109-111
3	0.63146	0.27710	0.10927	0.01702	1.000	Pages 111-115
3	0.63158	0.25570	0.11090	0.01464	1.000	Pages 116-136
3	0.62961	0.20323	0.07160	0.01505	1.000	Page 138
3	0.62963	0.17997	0.10353	0.01797	1.000	Page 138-171
3	0.63145	0.15944	0.07169	0.01396	1.000	172-174
3	0.63153	0.13649	0.06400	0.01336	1.000	175-184
3	0.62970	0.08140	0.03571	0.01599	1.000	186
3	0.62970	0.05814	0.03571	0.01890	1.000	194
3	0.49436	0.02762	0.01128	0.01163	0.500	3
4	0.37510	0.86143	0.26484	0.04894	1.000	In Memoriam
4	0.16729	0.49702	0.67669	0.01761	1.000	James J. Larkin, affectionately known as Jim, left the world on March 31, 2024, leav-
4	0.16729	0.47817	0.67481	0.01746	1.000	ing a legacy of love and laughter. Born on June 24, 1940, in Newton, MA, Jim's reli-
4	0.18045	0.45930	0.64850	0.01599	1.000	able good nature and funny wit made him a beacon of joy to all who met him. Jim
4	0.18233	0.44041	0.64662	0.01599	1.000	was a devoted husband to his wife Sheila of 45 years, who survives him. He was a
4	0.17669	0.42151	0.65602	0.01599	1.000	very positive role model and loving stepfather to Darrell Maki. He was preceded in
4	0.17105	0.40104	0.66729	0.01761	1.000	death by his parents, Robert and Mary (Lynch) Larkin and his brother Robert Larkin
4	0.49248	0.38372	0.02444	0.01599	1.000	Jr.
4	0.17293	0.32837	0.66353	0.01761	1.000	Jim was a dedicated systems engineer in the technology sector at GenRad and Poly-
4	0.18421	0.30952	0.64286	0.01761	1.000	com before his retirement. He was a passionate member of the Maserati Club, the
4	0.18797	0.29067	0.63534	0.01892	1.000	Mid State Antique Auto Club, and the Antique Auto Club of America. May God
4	0.25000	0.27180	0.51128	0.01744	1.000	grant him a front row seat at the Antique Auto shows in Heaven.
4	0.17851	0.21750	0.65239	0.01972	1.000	His interest in family genealogy and the history of Lunenburg led him to become a
4	0.17105	0.19913	0.66729	0.01744	1.000	curator for the Lunenburg Historical Society, a role he cherished, especially Whalom
4	0.17293	0.18023	0.66353	0.01744	1.000	Park memorabilia. He served in the US Navy from 1961-1966. Jim was also an avid
4	0.17105	0.16134	0.66917	0.01748	1.000	metal detector, always looking for hidden treasures. Jim, his siblings, and family fre-
4	0.26692	0.14236	0.47744	0.01612	1.000	quently shared many stories of their bird watching sightings.
4	0.49436	0.02762	0.01128	0.01017	1.000	4
5	0.38117	0.86762	0.25835	0.04527	1.000	In Memoriam
5	0.23684	0.49702	0.53571	0.01761	1.000	Wayne 'Fuzzy' Balcom was born in Fitchburg February 8th. 1936.
5	0.17293	0.47384	0.66353	0.01599	1.000	He went to Lunenburg schools and graduated in 1955. He then went into the Army.
5	0.14098	0.45058	0.72368	0.01599	1.000	Fuzzy was appointed to the Fire Department August 9th 1953 and retired February5th. 2001
5	0.15789	0.42584	0.68797	0.01892	1.000	after 47 years. Fuzzy was on the original "house men" in the station in the early 1050's.
5	0.29135	0.40253	0.42669	0.01612	1.000	He then served as driver on Group 2 for many years.
5	0.27444	0.35465	0.45865	0.01744	1.000	In his retirement, he was a fixture at the Tuesday morning
5	0.24624	0.33135	0.51504	0.01894	1.000	retirees meeting and became the department unofficial historian.
5	0.25564	0.30804	0.49812	0.01761	1.000	He was Sealer of Weights and Measures from 1969 until 1978.
5	0.23120	0.28488	0.54699	0.01599	1.000	He worked at Simonds Saw & Steel for 43 years. He retired in 2001.
