page	x	y	w	h	conf	text
1	0.33835	0.90698	0.33647	0.01890	1.000	TOWN OF LUNENBURG
1	0.21053	0.87054	0.59398	0.01910	1.000	ANNUAL REPORT FOR FISCAL YEAR 2020
2	0.41729	0.90698	0.14286	0.01599	1.000	In Memoriam
2	0.21053	0.87936	0.70301	0.01599	1.000	Elisabeth "Sis" (Ryan) Montuori, 87, of Lunenburg, died peacefully July 28, 2020 surrounded by her
2	0.20865	0.86773	0.69549	0.01308	1.000	loving family. Her husband of 65 years, Lawrence "Lawrie" Montuori, died January 16, 2020. Sis worked
2	0.21053	0.85465	0.70677	0.01316	1.000	alongside Lawrie as bookkeeper of Lunenburg Oil Co, the business they operated together for 36 years. She
2	0.21053	0.84152	0.71241	0.01314	1.000	was a talented seamstress, working out of her home. Sis was a faithful member of St. Boniface Parish and St.
2	0.21047	0.82684	0.68997	0.01555	1.000	Boniface Women's Guild. For years, she oversaw St. Boniface's annual Red Cross Blood Mobile, earning
2	0.21053	0.81395	0.63910	0.01318	1.000	awards for the high volume of donations. She volunteered on the T.C. Passios Elementary School
2	0.21053	0.80084	0.71429	0.01314	1.000	Community Council, Lunenburg High School Football Boosters and the Council on Aging. Sis had a passion
2	0.21053	0.78770	0.71617	0.01317	1.000	and talent for cooking, interior decorating, entertaining, and gardening. She had an unconditional love of life,
2	0.21053	0.77326	0.65038	0.01320	1.000	family and friends. She leaves a son, three daughters, a half-brother, eight grandchildren, six great-
2	0.20865	0.76017	0.30827	0.01314	1.000	grandchildren and several nephews and nieces.
2	0.21429	0.72093	0.58459	0.01320	1.000	Bessie H. (Platt) Lindsay, 90, passed peacefully on July 30, 2020. Bessie was married
2	0.21241	0.70635	0.69549	0.01314	1.000	to the love of her life, Edmund K. Lindsay, who sadly left us in 2001. Bessie was born in Shandaken, NY,
2	0.21241	0.69186	0.47556	0.01308	1.000	daughter of the late William and Shirley Platt and one of seven siblings.
2	0.21429	0.67878	0.71053	0.01170	1.000	Bessie was proud of and dedicated to her community. Her volunteerism was extensive including at the Eagle
2	0.21241	0.66270	0.71241	0.01317	1.000	House and the Lunenburg Senior Center and the Lunenburg Friendly Seniors, where she was also a member.
2	0.21241	0.64680	0.49436	0.01466	1.000	Bessie was incredibly active and loved to have fun with family and friends!
2	0.23308	0.58721	0.68233	0.01308	1.000	Douglas K. MacMillan, 88, died August 7, 2020. He was the owner of Cherry Hill Dairy Farm. He and
2	0.23120	0.57413	0.67293	0.01453	1.000	his wife Marilyn celebrated their 64* anniversary on May 5th. He was born in Sweetsburg, Quebec on
2	0.23308	0.55952	0.64098	0.01315	1.000	November 22, 1931. He went to a one-room school in Bolton Pass until grade 6 and then attended
2	0.23308	0.54651	0.65977	0.01308	1.000	Knowlton Academy in Knowlton, Quebec. He moved to Lunenburg in 1951 with his parents and ran
2	0.23308	0.53343	0.69549	0.01453	1.000	Cherry Hill Dairy Farm, eventually becoming the owner. Douglas was a country music fan and he always
2	0.23308	0.52034	0.68797	0.01314	1.000	had the radio on and he could be heard singing all over the farm. He loved telling jokes, doing crossword
2	0.23308	0.50719	0.61278	0.01170	1.000	puzzles, playing cards and visiting family and friends. He was a member and a director of the
2	0.22368	0.49273	0.69173	0.01308	1.000	• Massachusetts Cooperative Milk Producers Federation, a longtime member and a director for 9 years of
2	0.23308	0.47965	0.59774	0.01316	1.000	ASCS, a lifetime member of The Grange and a member of the United Parish of Lunenburg.
2	0.21617	0.43895	0.67857	0.01318	1.000	Bruce W. Smith, 75, passed away August 26, 2020. He was a member of the first Lunenburg High
2	0.21617	0.42584	0.68797	0.01314	1.000	School football team and a 1963 graduate of Lunenburg High School. Bruce served in the U.S. Air Force
2	0.21617	0.41134	0.69737	0.01308	1.000	from 1963 to 1969 and then attended Northeastern University. He returned to the Lunenburg Football field
2	0.21429	0.39680	0.66353	0.01317	1.000	as an assistant coach from 1979 through 2004. Bruce was a Correctional Officer for the MA Dept. of
2	0.21617	0.38219	0.71053	0.01463	1.000	Corrections for 15 years. He enjoyed coaching the Lunenburg Blue Knights and acted as a father figure to so
2	0.21617	0.36773	0.68045	0.01308	1.000	many of his student athletes. Bruce had a positive impact on thousands of athletes which included many
2	0.21617	0.35465	0.70301	0.01316	1.000	enjoyable years with the Lunenburg Bengals as well as Lunenburg Youth football. Bruce was inducted into
2	0.21241	0.33854	0.71053	0.01466	1.000	the Massachusetts High School Football Hall of Fame as Assistant Coach of the Year in 2002 after 23 years
2	0.21617	0.32413	0.68421	0.01453	1.000	of dedication. Bruce loved spending time with his family and friends, and he lived life to the fullest. The
2	0.21617	0.31101	0.51504	0.01314	1.000	most important thing in his life was his family and he spoke about them often.
2	0.22556	0.26017	0.67105	0.01314	1.000	Donald F. Bowen, 88, passed away on October 6, 2020. Don was born in Boston on December 21,
2	0.22556	0.24702	0.67857	0.01315	1.000	1931. He attended high school in Boston and graduated from Northeastern University in 1962. Over his
