page	x	y	w	h	conf	text
1	0.29135	0.21948	0.41353	0.02471	1.000	TOWN OF LUNENBURG
1	0.13534	0.26163	0.72556	0.02326	1.000	ANNUAL REPORT FOR FISCAL YEAR 2023
1	0.34023	0.35901	0.31955	0.09448	0.300	CARBURG MASS
3	0.41165	0.89236	0.18797	0.01910	1.000	IN MEMORIAM
3	0.06579	0.48401	0.85526	0.01748	1.000	Stanley Barney passed away on July 12, 2023. Stan was born to the late Wilbur Walker Barney and Therese
3	0.06579	0.46801	0.38910	0.01612	1.000	Annette (LaChance) Barney on August 14, 1950.
3	0.06579	0.44186	0.84774	0.01746	1.000	Stan is survived by his loving wife Suzanne (Anderson) Barney, daughter Stephanie Barney and her partner
3	0.06579	0.42584	0.85150	0.01747	1.000	Alyssa Sharpe, sister Marie Barney, brother Michael G. Barney and wife Janice, nephew Michael R. Barney
3	0.06579	0.40988	0.86278	0.01894	1.000	and his fiancée Jillian Doucette, and several nieces, nephews, cousins and extended family. A son, Patrick M.
3	0.06579	0.39385	0.27068	0.01894	1.000	Barney, predeceased him in 2019.
3	0.06579	0.36919	0.84398	0.01599	1.000	Stan was blessed with a circle of lifelong friends, many of whom were at his side at the time of his passing.
3	0.06575	0.34230	0.86287	0.01833	1.000	In his litetime, Stan was involved in a wide range of activities: working at the family business (Barney's Res-
3	0.06579	0.32837	0.81391	0.01465	1.000	taurant and Dairy Bar), caring for animals, gardening, woodworking, and serving as captain of the Blue
3	0.06579	0.31101	0.84586	0.01748	1.000	Knights Football Team (#61!). He was an avid Boston sports fan, and was a Celtics season ticket holder for
3	0.06579	0.29506	0.87218	0.01744	1.000	many years. An avid gardener, Stan maintained beautiful flower and vegetable gardens. He gave away most of
3	0.06579	0.27902	0.86090	0.01612	1.000	the produce and flowers he grew, including pumpkins, jars of pickles he made with his mother and sister, and
3	0.06579	0.26308	0.87594	0.01599	1.000	fresh cut flowers. He loved the outdoors and even built his own lumber mill at his residence. Stan loved fishing
3	0.06579	0.24702	0.65038	0.01612	1.000	and snowmobiling with his friends. Stan was a life member of the Eastwood Club.
3	0.06579	0.22093	0.86278	0.01744	1.000	A 1968 graduate of Lunenburg High School, Stan attended Merrimack College and graduated from Fitchburg
3	0.06574	0.20492	0.85912	0.01800	1.000	State University. He married the former Suzanne Anderson of Great Barrington Massachusetts on October 6,
3	0.06579	0.18895	0.83083	0.01744	1.000	1973. Devoted to the Town of Lunenburg, Stan served for 38 years on the Lunenburg Police Department,
3	0.06579	0.17287	0.87030	0.01910	1.000	moving through the ranks to Sargent in 2000 and finally Lieutenant in 2013. He cherished serving the commu-
3	0.06579	0.15698	0.87218	0.01744	1.000	nity as a police officer along with his son. Stan was also a lifetime member of the Lunenburg Police Relief As-
3	0.06579	0.14236	0.85338	0.01612	1.000	sociation, serving as its President in 1984. He also served several terms as a Cemetery Commissioner for the
3	0.06767	0.12645	0.67293	0.01453	1.000	Town of Lunenburg, overseeing the maintenance and care of town cemetery grounds.
3	0.06579	0.09884	0.85150	0.01748	1.000	Stan was also employed by the law enforcement division of the Massachusetts Society for the Prevention of
3	0.06579	0.08284	0.87218	0.01745	1.000	Cruelty to Animals from 1986 to 1991, serving throughout 40 cities and towns. Devoted to animal rescue, Stan
3	0.06579	0.06686	0.87030	0.01746	1.000	built a barn/stable at his Lunenburg residence and provided a safe residence for rescued horses, including draft
3	0.06579	0.05233	0.19173	0.01599	1.000	horses and Clydesdales.
3	0.49436	0.02762	0.01128	0.01017	0.500	3
4	0.37782	0.90253	0.22932	0.01612	1.000	TABLE OF CONTENTS
4	0.72932	0.87936	0.04323	0.01744	1.000	page
4	0.22180	0.86334	0.13534	0.01166	1.000	Lunenburg Profile
4	0.21992	0.84448	0.32331	0.01167	1.000	ELECTED OFFICIALS- STATE & LOCAL
4	0.22180	0.82558	0.19549	0.01308	1.000	APPOINTED OFFICIALS
4	0.22180	0.80669	0.16729	0.01308	1.000	ADMINISTRATION
4	0.22180	0.78919	0.11278	0.01169	1.000	Town Manager
4	0.22180	0.76890	0.08459	0.01308	1.000	Accountant
4	0.22180	0.75145	0.31767	0.01318	1.000	Balance Sheet for year ending June 30, 2023
4	0.22368	0.73537	0.21992	0.01027	1.000	General Funds Revenue Chart
4	0.22180	0.71652	0.12782	0.01168	1.000	FY 2022 Receipts
4	0.24624	0.69469	0.25000	0.01612	1.000	General Fund Expenditures Chart
4	0.24624	0.67733	0.30827	0.01464	1.000	General Fund Appropriations Summary &
4	0.24812	0.66134	0.18609	0.01163	1.000	Classification of Accounts
4	0.24812	0.64087	0.16729	0.01320	1.000	Special Revenue Funds
4	0.24812	0.62351	0.15789	0.01166	1.000	Capital Projects Fund
4	0.21959	0.60299	0.13986	0.01628	1.000	Board of Assessors
4	0.22368	0.58576	0.14850	0.01308	1.000	Treasurer/Collector
4	0.29511	0.56820	0.26692	0.01174	1.000	Treasurer's Cash as of June 30, 2023
4	0.25188	0.55233	0.09211	0.01017	1.000	Trust Funds
4	0.22180	0.53198	0.21241	0.01167	1.000	Five Years Outstanding Debt
4	0.22180	0.51308	0.18985	0.01172	1.000	Debt Repayment Schedule
4	0.25188	0.49702	0.14098	0.01024	1.000	Collection of Taxes
4	0.22180	0.47520	0.15789	0.01463	1.000	TOWN SERVICES
4	0.22346	0.45756	0.18272	0.01473	1.000	Agricultural Commission
4	0.22368	0.44186	0.34211	0.01027	1.000	Architectural Preservation District Commission
4	0.22368	0.42151	0.15414	0.01163	1.000	Building Department
4	0.22368	0.40253	0.16353	0.01171	1.000	Cemetery Commission
4	0.22368	0.38663	0.18797	0.01020	1.000	Conservation Commission
4	0.22368	0.36628	0.12594	0.01170	1.000	Council on Aging
4	0.22368	0.35020	0.12218	0.00893	1.000	Cultural Council
4	0.22180	0.32837	0.21053	0.01320	1.000	Department of Public Works
4	0.22180	0.31250	0.14286	0.01017	1.000	Finance Committee
4	0.22368	0.29506	0.22932	0.00876	1.000	Green Communities Committee
4	0.22180	0.27604	0.16541	0.01042	1.000	Historical Commission
4	0.22180	0.25570	0.13534	0.01174	1.000	Housing Authority
4	0.22180	0.23686	0.10714	0.01169	1.000	Public Library
4	0.22180	0.22093	0.23120	0.01022	1.000	Public Access Cable Committee
4	0.22180	0.20058	0.13722	0.01023	1.000	Sewer Commission
4	0.22180	0.18023	0.13346	0.01024	1.000	Veterans' Services
4	0.62218	0.86483	0.09023	0.00447	0.500	.. . .
4	0.62218	0.84448	0.09023	0.00436	1.000	-••••••••••••••
4	0.62218	0.66270	0.09211	0.00446	0.500	.. . .
4	0.74060	0.82558	0.02444	0.01308	1.000	10
4	0.74248	0.78924	0.02256	0.01308	1.000	18
4	0.74248	0.75291	0.02444	0.01453	1.000	24
4	0.74248	0.73401	0.02068	0.01308	1.000	25
4	0.74248	0.71657	0.02444	0.01453	1.000	26
4	0.74060	0.69622	0.02632	0.01599	1.000	27
4	0.74060	0.65988	0.02256	0.01453	1.000	28
4	0.74248	0.62355	0.02068	0.01308	1.000	44
4	0.74248	0.49564	0.02068	0.01163	1.000	54
4	0.62594	0.45930	0.13910	0.01019	1.000	No Report Submitted
4	0.62218	0.44041	0.14098	0.01024	1.000	No Report Submitted
4	0.62218	0.29360	0.13910	0.01021	1.000	No Report Submitted
4	0.62030	0.27326	0.15789	0.01320	1.000	No Report Submitted
4	0.62030	0.25719	0.14098	0.01025	1.000	No Report Submitted
4	0.74248	0.23837	0.02068	0.01163	1.000	71
4	0.74248	0.21948	0.02068	0.01308	1.000	75
4	0.74248	0.19913	0.02068	0.01163	1.000	82
4	0.74248	0.17878	0.02068	0.01163	1.000	84
4	0.49248	0.02471	0.01316	0.01453	1.000	4
5	0.36278	0.88517	0.22932	0.01599	1.000	TABLE OF CONTENTS
5	0.20489	0.84448	0.36654	0.01316	1.000	PROTECTION OF PERSONS & PROPERTY
5	0.20865	0.82837	0.11466	0.01029	1.000	Board of Health
5	0.20677	0.80952	0.27068	0.01170	1.000	Nashoba Associated Boards of Health
5	0.20677	0.78919	0.12406	0.01169	1.000	Fire Department
5	0.20677	0.77034	0.13534	0.01314	1.000	Police Department
5	0.20483	0.73232	0.11101	0.01646	1.000	PLANNING
5	0.20865	0.71503	0.20489	0.01317	1.000	Capital Planning Committee
5	0.20677	0.69469	0.11466	0.01316	1.000	Planning Board
5	0.20489	0.67287	0.27068	0.01463	1.000	Master Planning Steering Committee
5	0.20677	0.65104	0.29887	0.01612	1.000	Ad Hoc Open Space Advisory Committee
5	0.20865	0.63368	0.18045	0.01167	1.000	Zoning Board of Appeals
5	0.20677	0.59738	0.11278	0.01308	1.000	EDUCATION
5	0.20677	0.57837	0.19173	0.01174	1.000	Lunenburg Public Schools
5	0.20489	0.55952	0.37782	0.01463	1.000	Montachusett Regional Vocational Technical School
5	0.20677	0.52471	0.12970	0.01175	1.000	TOWN CLERK
5	0.20677	0.50570	0.15602	0.01174	1.000	Vital Records Report
5	0.20865	0.48686	0.25188	0.01314	1.000	Annual Town Meeting May 6, 2023
