page	x	y	w	h	conf	text
6	0.39286	0.92297	0.09897	0.02190	1.000	ELECTED
6	0.49537	0.92297	0.10989	0.02190	1.000	OFFICIALS
6	0.06391	0.90262	0.11654	0.01599	1.000	GOVERNOR
6	0.06391	0.88510	0.05939	0.01473	1.000	Charlie
6	0.12568	0.88510	0.05289	0.01473	1.000	Baker
6	0.06198	0.87014	0.11585	0.01507	1.000	Massachusetts
6	0.18003	0.87091	0.03946	0.01449	1.000	State
6	0.22169	0.87088	0.05656	0.01480	1.000	House
6	0.06203	0.85174	0.04908	0.01905	1.000	Room
6	0.11417	0.85174	0.03808	0.01905	1.000	280
6	0.06203	0.83576	0.05310	0.01744	1.000	Office
6	0.11792	0.83586	0.01675	0.01726	1.000	of
6	0.13746	0.83586	0.02791	0.01726	1.000	the
6	0.16816	0.83576	0.07996	0.01744	1.000	Governor
6	0.06197	0.81802	0.06222	0.02059	1.000	Boston,
6	0.12732	0.81841	0.03281	0.02033	1.000	MA
6	0.16327	0.81840	0.05484	0.02056	1.000	02133
6	0.06199	0.80506	0.12602	0.01778	1.000	617-725-4005
6	0.06203	0.78779	0.12218	0.01890	1.000	888-870-7770
6	0.06203	0.70785	0.07665	0.01900	1.000	Elizabeth
6	0.14175	0.70785	0.06314	0.01900	1.000	Warren
6	0.06201	0.69322	0.05587	0.01752	1.000	Boston
6	0.12063	0.69331	0.06172	0.01753	1.000	Office
6	0.05963	0.67645	0.04430	0.02567	1.000	2400
6	0.10701	0.67604	0.03245	0.02507	1.000	JFK
6	0.14254	0.67461	0.06403	0.02575	1.000	Federal
6	0.20963	0.67265	0.07294	0.02628	1.000	Building
6	0.06015	0.65988	0.02427	0.01899	1.000	15
6	0.08749	0.65993	0.03676	0.01894	1.000	New
6	0.12731	0.65993	0.07047	0.01894	1.000	Sudbury
6	0.20084	0.65988	0.05104	0.01899	1.000	Street
6	0.06203	0.64226	0.06134	0.01908	1.000	Boston,
6	0.12643	0.64226	0.03370	0.01894	1.000	MA
6	0.16319	0.64226	0.05673	0.01908	1.000	02203
6	0.06195	0.62753	0.11859	0.01673	1.000	617-565-3170
6	0.06015	0.61047	0.24812	0.01599	1.000	http://www.warren.senate.gov/
6	0.06203	0.57828	0.09837	0.01619	1.000	Washington
6	0.16299	0.57828	0.03881	0.01599	1.000	D.C.
6	0.20438	0.57828	0.05313	0.01619	1.000	Office
6	0.06203	0.56229	0.03111	0.01620	1.000	317
6	0.09572	0.56229	0.03881	0.01599	1.000	Hart
6	0.13712	0.56229	0.05433	0.01599	1.000	Senate
6	0.19404	0.56229	0.05174	0.01599	1.000	Office
6	0.24837	0.56229	0.07118	0.01620	1.000	Building
6	0.06203	0.54651	0.10055	0.01746	1.000	Washington,
6	0.16537	0.54672	0.02233	0.01726	1.000	D.
6	0.19050	0.54672	0.01954	0.01726	1.000	C.
6	0.21283	0.54651	0.05221	0.01746	1.000	20510
6	0.06203	0.53198	0.11278	0.01453	1.000	202-224-4543
6	0.06203	0.50000	0.03635	0.01744	1.000	Lori
6	0.10117	0.50000	0.05862	0.01726	1.000	Trahan
6	0.16258	0.50000	0.00837	0.01726	1.000	-
6	0.17375	0.50000	0.06699	0.01726	1.000	Federal-
6	0.24353	0.50000	0.02512	0.01726	1.000	3°°
6	0.27145	0.50000	0.06314	0.01744	1.000	District
