page	x	y	w	h	conf	text
7	0.39474	0.93308	0.09491	0.02041	1.000	ELECTED
7	0.49292	0.93308	0.11234	0.02041	1.000	OFFICIALS
7	0.06005	0.90377	0.12237	0.02386	1.000	GOVERNOR
7	0.06203	0.89226	0.05249	0.01473	1.000	Maura
7	0.11690	0.89226	0.06167	0.01473	1.000	Healey
7	0.06015	0.87791	0.11700	0.01744	1.000	Massachusetts
7	0.17994	0.87795	0.04187	0.01726	1.000	State
7	0.22461	0.87791	0.05547	0.01744	1.000	House
7	0.06015	0.85901	0.02427	0.01894	1.000	24
7	0.08749	0.85901	0.06127	0.01894	1.000	Beacon
7	0.15182	0.85901	0.02145	0.01894	1.000	St.
7	0.17633	0.85901	0.04902	0.01894	1.000	Room
7	0.22842	0.85901	0.03474	0.01894	1.000	280
7	0.06203	0.84301	0.05235	0.02036	1.000	Office
7	0.11765	0.84301	0.01634	0.02020	1.000	of
7	0.13725	0.84301	0.02614	0.02020	1.000	the
7	0.16667	0.84301	0.08145	0.02036	1.000	Governor
7	0.06185	0.82574	0.06286	0.02243	1.000	Boston,
7	0.12782	0.82573	0.03161	0.02178	1.000	MA
7	0.16254	0.82479	0.05569	0.02236	1.000	02133
7	0.06192	0.81056	0.12616	0.01841	1.000	617-725-4005
7	0.06011	0.79634	0.12226	0.01778	1.000	888-870-7770
7	0.06203	0.71657	0.07543	0.01744	1.000	Elizabeth
7	0.14025	0.71657	0.06464	0.01744	1.000	Warren
7	0.06201	0.70049	0.05587	0.01753	1.000	Boston
7	0.12063	0.70058	0.05797	0.01753	1.000	Office
7	0.05984	0.68404	0.04382	0.02298	1.000	2400
7	0.10674	0.68359	0.03300	0.02276	1.000	JFK
7	0.14282	0.68267	0.06186	0.02317	1.000	Federal
7	0.20776	0.68150	0.07462	0.02342	1.000	Building
7	0.06130	0.66734	0.02143	0.02193	1.000	15
7	0.08513	0.66649	0.03843	0.02210	1.000	New
7	0.12595	0.66444	0.06904	0.02298	1.000	Sudbury
7	0.19737	0.66248	0.05517	0.02289	1.000	Street
7	0.06203	0.64971	0.06134	0.01906	1.000	Boston,
7	0.12643	0.64983	0.03370	0.01894	1.000	MA
7	0.16319	0.64971	0.05485	0.01906	1.000	02203
7	0.06203	0.63663	0.11842	0.01453	1.000	617-565-3170
7	0.06203	0.61919	0.24624	0.01599	1.000	http://www.warren.senate.gov/
7	0.06203	0.58576	0.09776	0.01744	1.000	Washington
7	0.16258	0.58586	0.03908	0.01726	1.000	D.C.
7	0.20445	0.58576	0.05119	0.01744	1.000	Office
7	0.06203	0.56977	0.03111	0.01609	1.000	309
7	0.09572	0.56987	0.03881	0.01599	1.000	Hart
7	0.13712	0.56987	0.05433	0.01599	1.000	Senate
7	0.19404	0.56987	0.05174	0.01599	1.000	Office
7	0.24837	0.56977	0.07118	0.01609	1.000	Building
7	0.06203	0.55378	0.10055	0.01744	1.000	Washington,
7	0.16537	0.55387	0.02233	0.01726	1.000	D.
7	0.19050	0.55387	0.01954	0.01726	1.000	C.
7	0.21283	0.55378	0.05221	0.01744	1.000	20510
7	0.06203	0.54070	0.11278	0.01453	1.000	202-224-4543
7	0.06203	0.50872	0.03628	0.01611	1.000	Lori
7	0.10090	0.50884	0.05950	0.01599	1.000	Trahan
7	0.16299	0.50884	0.00776	0.01599	1.000	-
7	0.17334	0.50884	0.06985	0.01599	1.000	Federal-
7	0.24578	0.50884	0.02328	0.01599	1.000	3*
7	0.27165	0.50872	0.06294	0.01611	1.000	District
7	0.06203	0.48983	0.03914	0.01744	1.000	2439
7	0.10396	0.48990	0.07258	0.01726	1.000	Rayburn
7	0.17933	0.48983	0.04247	0.01744	1.000	HOB
7	0.06203	0.47384	0.10096	0.01606	1.000	Washington,
7	0.16558	0.47391	0.03881	0.01599	1.000	D.C.
7	0.20697	0.47384	0.05243	0.01606	1.000	20515
7	0.06006	0.45595	0.04554	0.01632	1.000	(202)
7	0.10792	0.45629	0.07639	0.01654	1.000	225-3411
7	0.59962	0.90698	0.11116	0.02035	1.000	ATTORNEY
7	0.71405	0.90698	0.10174	0.02035	1.000	GENERAL
7	0.59586	0.87205	0.05514	0.03788	0.500	Onice
7	0.65714	0.87205	0.01225	0.03788	0.500	of
7	0.67552	0.87205	0.01225	0.03788	0.500	Ay
7	0.69390	0.87205	0.04902	0.03788	0.500	COmey
7	0.74905	0.87205	0.06862	0.03788	0.500	General
7	0.60150	0.85756	0.03575	0.02039	1.000	One
7	0.64052	0.85774	0.08497	0.02020	1.000	Ashburton
7	0.72876	0.85774	0.04575	0.02020	1.000	Place,
7	0.77778	0.85774	0.03922	0.02020	1.000	20th
7	0.82026	0.85756	0.04628	0.02039	1.000	Floor
