page	x	y	w	h	conf	text
12	0.39850	0.86192	0.09742	0.01453	1.000	ELECTED
12	0.49823	0.86192	0.10891	0.01453	1.000	OFFICIALS
12	0.36436	0.82767	0.05582	0.01678	1.000	Board
12	0.42230	0.82767	0.02055	0.01588	1.000	of
12	0.44496	0.82638	0.08100	0.01682	1.000	Assessors
12	0.52808	0.82623	0.00796	0.01569	1.000	-
12	0.53815	0.82599	0.01300	0.01576	1.000	3
12	0.55326	0.82533	0.04070	0.01619	1.000	year
12	0.59607	0.82427	0.04333	0.01659	1.000	term
12	0.41541	0.81103	0.04673	0.01601	1.000	Louis
12	0.46473	0.81103	0.01294	0.01599	1.000	J.
12	0.48026	0.81103	0.05174	0.01599	1.000	Franco
12	0.53459	0.81103	0.01035	0.01599	1.000	-
12	0.54752	0.81103	0.03894	0.01601	1.000	2020
12	0.41165	0.79503	0.06152	0.01747	1.000	Richard
12	0.47597	0.79503	0.01954	0.01726	1.000	H.
12	0.49830	0.79503	0.09193	0.01747	1.000	Letarte-2021
12	0.41917	0.77904	0.04665	0.01311	1.000	Rena
12	0.46793	0.77904	0.05699	0.01305	1.000	Swezey
12	0.52703	0.77904	0.01055	0.01305	1.000	-
12	0.53969	0.77904	0.03926	0.01311	1.000	2022
12	0.32117	0.74648	0.05464	0.01686	1.000	Board
12	0.37809	0.74647	0.01842	0.01620	1.000	of
12	0.39878	0.74575	0.05981	0.01669	1.000	Health
12	0.46087	0.74563	0.00807	0.01608	1.000	-
12	0.47121	0.74535	0.02101	0.01623	1.000	(5
12	0.49450	0.74432	0.08568	0.01699	1.000	members)
12	0.58245	0.74417	0.01066	0.01611	1.000	3
12	0.59538	0.74369	0.03912	0.01645	1.000	year
12	0.63677	0.74291	0.04392	0.01674	1.000	term
12	0.40789	0.72811	0.05439	0.01607	1.000	George
12	0.46487	0.72811	0.05433	0.01599	1.000	Emond
12	0.52179	0.72811	0.02070	0.01599	1.000	Jr.
12	0.54507	0.72811	0.00776	0.01599	1.000	-
12	0.55542	0.72811	0.04045	0.01607	1.000	2022
12	0.42481	0.71507	0.03801	0.01313	1.000	Paul
12	0.46494	0.71507	0.01477	0.01305	1.000	J.
12	0.48182	0.71507	0.05065	0.01305	1.000	Fortin-
12	0.53459	0.71507	0.04060	0.01313	1.000	2020
12	0.41917	0.69907	0.04406	0.01178	1.000	Perry
12	0.46514	0.69907	0.01906	0.01178	1.000	R.
12	0.48611	0.69907	0.05338	0.01178	1.000	Jewell-
12	0.54139	0.69907	0.04131	0.01178	1.000	2020
12	0.40414	0.68013	0.05243	0.01473	1.000	Walter
12	0.45895	0.68013	0.06434	0.01473	1.000	Mayhew
12	0.52567	0.68013	0.02145	0.01473	1.000	Jr.
12	0.54950	0.68013	0.00715	0.01473	1.000	-
12	0.55903	0.68013	0.03684	0.01473	1.000	2021
12	0.40977	0.66570	0.04611	0.01453	1.000	David
12	0.45820	0.66582	0.02315	0.01431	1.000	M.
12	0.48366	0.66582	0.05787	0.01431	1.000	Passios
12	0.54385	0.66582	0.00463	0.01431	1.000	-
12	0.55079	0.66570	0.03944	0.01453	1.000	2021
12	0.35870	0.63142	0.05584	0.01668	1.000	Board
12	0.41663	0.63125	0.02058	0.01590	1.000	of
12	0.43930	0.62975	0.08858	0.01702	1.000	Selectmen
12	0.52997	0.62959	0.00798	0.01569	1.000	-
12	0.54004	0.62934	0.01302	0.01578	1.000	3
12	0.55515	0.62868	0.03821	0.01619	1.000	year
12	0.59544	0.62772	0.04396	0.01648	1.000	term
12	0.42293	0.61483	0.04888	0.01453	1.000	Katey
12	0.47413	0.61490	0.06019	0.01431	1.000	Adams-
12	0.53663	0.61483	0.03668	0.01453	1.000	2021
12	0.40602	0.59884	0.06226	0.01453	1.000	Thomas
12	0.47059	0.59891	0.01852	0.01431	1.000	A.
12	0.49142	0.59891	0.06019	0.01431	1.000	Alonzo-
12	0.55392	0.59884	0.03818	0.01453	1.000	2022
12	0.39811	0.58130	0.09355	0.01777	1.000	Michael-Ray
12	0.49383	0.58054	0.06767	0.01704	1.000	Jeffreys-
12	0.56366	0.57958	0.03815	0.01691	1.000	2022
12	0.41165	0.56524	0.05444	0.01616	1.000	Phyllis
12	0.46868	0.56524	0.02328	0.01599	1.000	M.
12	0.49455	0.56524	0.03881	0.01599	1.000	Luck
12	0.53595	0.56524	0.00776	0.01599	1.000	-
12	0.54630	0.56524	0.04017	0.01616	1.000	2020
12	0.41165	0.55087	0.05567	0.01453	1.000	Damon
12	0.46964	0.55093	0.07639	0.01431	1.000	McQuaid-
12	0.54834	0.55087	0.03813	0.01453	1.000	2020
12	0.34774	0.51453	0.08363	0.01890	1.000	Cemetery
12	0.43437	0.51473	0.10485	0.01852	1.000	Commission
12	0.54221	0.51473	0.00599	0.01852	1.000	-
12	0.55120	0.51473	0.01198	0.01852	1.000	3
12	0.56618	0.51473	0.03894	0.01852	1.000	year
12	0.60812	0.51453	0.04414	0.01890	1.000	term
12	0.40789	0.50291	0.06548	0.01309	1.000	Lorraine
12	0.47549	0.50295	0.07387	0.01305	1.000	Mendoza-
12	0.55147	0.50291	0.03875	0.01309	1.000	2021
12	0.41729	0.48401	0.06977	0.01599	1.000	William
12	0.48965	0.48401	0.08366	0.01599	1.000	Tyler-2020
12	0.40602	0.46801	0.04891	0.01600	1.000	Nancy
12	0.45752	0.46801	0.03622	0.01599	1.000	Foss
12	0.49632	0.46801	0.05433	0.01599	1.000	Yasko-
12	0.55324	0.46801	0.03698	0.01600	1.000	2022
12	0.40038	0.43603	0.08533	0.01601	1.000	Constable
12	0.48829	0.43603	0.00776	0.01599	1.000	-
12	0.49864	0.43603	0.01294	0.01599	1.000	3
12	0.51416	0.43603	0.03881	0.01599	1.000	year
12	0.55556	0.43603	0.04219	0.01601	1.000	term
12	0.41729	0.42003	0.04043	0.01473	1.000	John
12	0.46010	0.42003	0.01668	0.01473	1.000	E.
12	0.47917	0.42003	0.04528	0.01473	1.000	Baker
12	0.52682	0.42003	0.00715	0.01473	1.000	-
12	0.53636	0.42003	0.04071	0.01473	1.000	2022
12	0.30263	0.38510	0.07455	0.01768	1.000	Housing
12	0.38004	0.38510	0.08578	0.01768	1.000	Authority
12	0.46868	0.38510	0.00858	0.01768	1.000	-
12	0.48012	0.38510	0.02002	0.01768	1.000	(5
12	0.50300	0.38510	0.08578	0.01768	1.000	members)
12	0.59164	0.38510	0.01144	0.01768	1.000	5
12	0.60594	0.38510	0.04003	0.01768	1.000	year
12	0.64883	0.38510	0.04290	0.01768	1.000	term
12	0.41165	0.37064	0.06479	0.01614	1.000	Deborah
12	0.47903	0.37079	0.01811	0.01599	1.000	A.
12	0.49973	0.37079	0.02070	0.01599	1.000	H.
12	0.52301	0.37064	0.06345	0.01614	1.000	Christen
12	0.41135	0.35427	0.03924	0.01697	1.000	Paul
12	0.45274	0.35438	0.01336	0.01620	1.000	J.
12	0.46826	0.35338	0.05992	0.01695	1.000	Doherty
12	0.53034	0.35321	0.00819	0.01611	1.000	-
12	0.54068	0.35217	0.04049	0.01699	1.000	2020
12	0.39850	0.33866	0.04765	0.01744	1.000	Linda
12	0.44894	0.33880	0.02233	0.01726	1.000	M.
12	0.47406	0.33866	0.11804	0.01744	1.000	McDonald-2021
12	0.36090	0.32113	0.03738	0.01768	1.000	State
12	0.40114	0.32113	0.08292	0.01768	1.000	Appointee-
12	0.48693	0.32113	0.04289	0.01768	1.000	Karin
12	0.53268	0.32113	0.09890	0.01768	1.000	Menard-2021
12	0.37594	0.30513	0.01023	0.01609	1.000	1
12	0.38875	0.30513	0.06468	0.01599	1.000	Vacancy
