page	x	y	w	h	conf	text
86	0.38722	0.92719	0.05723	0.01768	1.000	FIRE
86	0.44730	0.92719	0.16360	0.01768	1.000	DEPARTMENT
86	0.39286	0.85610	0.20489	0.04215	1.000	LUNENBURG
86	0.46805	0.84738	0.05639	0.01453	1.000	FIRE
86	0.50759	0.80025	0.04858	0.04130	1.000	MASS:
86	0.42602	0.76879	0.03635	0.03313	1.000	SETTLED
86	0.44601	0.74765	0.03199	0.02723	1.000	170
86	0.47169	0.74041	0.08099	0.03926	1.000	ІNCОДРОКАІКЮ
86	0.46053	0.73110	0.06391	0.01453	1.000	DEPT
86	0.40414	0.69318	0.06101	0.02357	1.000	FIRE
86	0.46895	0.69318	0.11187	0.02357	1.000	RESCUE
86	0.07895	0.63215	0.03148	0.01768	1.000	The
86	0.11329	0.63215	0.10008	0.01768	1.000	Firefighters
86	0.21623	0.63215	0.03145	0.01768	1.000	and
86	0.25054	0.63215	0.09436	0.01768	1.000	Emergency
86	0.34777	0.63215	0.06863	0.01768	1.000	Medical
86	0.41925	0.63215	0.10008	0.01768	1.000	Technicians
86	0.52219	0.63215	0.01716	0.01768	1.000	of
86	0.54221	0.63215	0.02859	0.01768	1.000	the
86	0.57367	0.63215	0.09436	0.01768	1.000	Lunenburg
86	0.67089	0.63215	0.03717	0.01768	1.000	Fire
86	0.71092	0.63215	0.09722	0.01768	1.000	Department
86	0.81100	0.63215	0.02574	0.01768	1.000	are
86	0.83960	0.63215	0.08146	0.01768	1.000	dedicated
86	0.07519	0.61616	0.01713	0.01768	1.000	to
86	0.09518	0.61616	0.08007	0.01768	1.000	providing
86	0.17810	0.61616	0.02574	0.01768	1.000	the
86	0.20670	0.61616	0.06291	0.01768	1.000	highest
86	0.27247	0.61616	0.06005	0.01768	1.000	quality,
86	0.33538	0.61616	0.04289	0.01768	1.000	most
86	0.38113	0.61616	0.03431	0.01768	1.000	cost
86	0.41830	0.61616	0.06577	0.01768	1.000	effective
86	0.48693	0.61616	0.03145	0.01768	1.000	fire
86	0.52124	0.61616	0.03431	0.01768	1.000	and
86	0.55842	0.61616	0.08864	0.01768	1.000	emergency
86	0.64992	0.61616	0.06577	0.01768	1.000	medical
86	0.71855	0.61616	0.06291	0.01768	1.000	services
86	0.78431	0.61616	0.01716	0.01768	1.000	to
86	0.80433	0.61616	0.02574	0.01768	1.000	the
86	0.83292	0.61616	0.06577	0.01768	1.000	citizens
86	0.90155	0.61616	0.02138	0.01768	1.000	of
86	0.39662	0.60017	0.02836	0.01611	1.000	the
86	0.42756	0.60017	0.04916	0.01599	1.000	Town
86	0.47930	0.60017	0.01811	0.01599	1.000	of
86	0.50000	0.60017	0.09774	0.01611	1.000	Lunenburg.
86	0.12970	0.57702	0.02063	0.01600	1.000	In
86	0.15291	0.57702	0.04657	0.01599	1.000	2020,
86	0.20207	0.57702	0.03622	0.01599	1.000	your
86	0.24088	0.57702	0.03363	0.01599	1.000	Fire
86	0.27710	0.57702	0.09572	0.01599	1.000	Department
86	0.37541	0.57702	0.08279	0.01599	1.000	responded
